,date,SPXIndex,MSRUITIndex,MSRUMATIndex,MXWO0ITIndex,MXWO0MTIndex,MXUS0ITIndex,MXEF0ITIndex,MXEF0MTIndex,NU722094Index,NU721934Index,CL1Comdty,LMAHDS03Comdty,LMCADS03Comdty,XAUCurncy,LMNIDS03Comdty,CCMPIndex,NKYIndex,CINDIndex,IXKIndex,XCIIndex,SOXIndex,MSERIndex,NMDPIndex,SZCOMPIndex,KOSPIIndex
3158,1993-06-18,443.68,,,,,,,,,,18.67,1184,1842.5,371.95,5627,689.59,19804.54,717.49,,125.49,,,,272.49,762.09
10725,1993-06-19,,,,,,,,,,,,,,,,,,,,,,,,,760.2
3159,1993-06-21,446.22,,,,,,,,,,18.62,1205,1905.7,370.35,5645,688.74,19212.43,715.5,,126.29,,,,264.26,766.06
3160,1993-06-22,445.93,,,,,,,,,,18.42,1202.5,1877.3,368.95,5695,686.77,19538.3,711.65,,125.97,,,,264.4,770.62
3161,1993-06-23,443.19,,,,,,,,,,18.42,1189.5,1882.3,374.35,5556,684.79,19492.52,709.83,,125.26,,,,267.74,762.53
3162,1993-06-24,446.62,,,,,,,,,,18.89,1209,1878.3,375.2,5415,688.72,19685.07,712.63,,125.97,,,,272.82,762.95
3163,1993-06-25,447.6,,,,,,,,,,18.84,1221,1891.5,376.7,5405,694.81,19659.57,720.58,,127.84,,,,265.98,760.01
10726,1993-06-26,,,,,,,,,,,,,,,,,,,,,,,,,749.27
3164,1993-06-28,451.85,,,,,,,,,,18.9,1235,1893.1,375.3,5415,702.84,19886.76,730.03,,130.18,,,,264.61,734.22
3165,1993-06-29,450.69,,,,,,,,,,19.01,1233,1889.7,376.75,5450,701.07,19543.42,727.16,,128.65,,,,265.3,745.69
3166,1993-06-30,450.53,,,,,,,,,,18.85,1244,1894.4,378.1,5410,703.95,19590,729.52,,127.82,,,,261.58,748.87
3167,1993-07-01,449.02,,,,,,,,,,18.45,1252,1919.4,387.1,5370,703.59,19924.61,727.15,,126.44,,,,257.14,753.26
3168,1993-07-02,445.84,,,,,,,,,,17.95,1266.5,1931.5,388,5371,704.49,19621.46,729.19,,126.16,,,,263.91,746.88
10727,1993-07-03,,,,,,,,,,,,,,,,,,,,,,,,,748.3
3169,1993-07-05,,,,,,,,,,,,1255,1935.5,388,5352,,19623.06,,,,,,,262.82,752.78
3170,1993-07-06,441.43,,,,,,,,,,18.29,1256,1953.5,392.4,5195,702.22,19829.78,725.23,,122.72,,,,255.51,750
3171,1993-07-07,442.83,,,,,,,,,,18.02,1244.5,1953.7,397.35,5215,698.79,19720.67,718.93,,122.06,,,,254.09,753.11
3172,1993-07-08,448.64,,,,,,,,,,17.79,1239,1975.5,394.9,5250,702.71,19688.67,723.28,,123.73,,,,254.12,760.68
3173,1993-07-09,448.13,,,,,,,,,,17.89,1246,1987.2,391.9,5272,705.81,19877.39,726.96,,124.72,,,,248.2,770.46
10728,1993-07-10,,,,,,,,,,,,,,,,,,,,,,,,,769.87
3174,1993-07-12,448.98,,,,,,,,,,18.1,1228.5,1948.5,394.1,5205,707.67,19980,728.63,,125.62,,,,238.93,769.07
3175,1993-07-13,448.09,,,,,,,,,,18.13,1201,1905.2,394.1,5111,708.47,20180.42,729.79,,125.04,,,,236.84,762.94
3176,1993-07-14,450.08,,,,,,,,,,17.49,1202.5,1905.2,391,5150,712.49,20139.11,733.92,,125.47,,,,236.27,762.96
3177,1993-07-15,449.22,,,,,,,,,,17.67,1222.5,1929.5,394.25,5163,708.69,20158.02,727.89,,123.99,,,,228.95,762.4
3178,1993-07-16,445.75,,,,,,,,,,17.21,1210,1912,393.85,5095,699.73,20331.53,714.8,,119.6,,,,223.43,759.17
3179,1993-07-19,446.03,,,,,,,,,,17.7,1205,1894.4,395,5020,695.83,20150.92,708.47,,117.34,,,,210.3,749.38
3180,1993-07-20,447.31,,,,,,,,,,17.09,1194,1904.4,392,4912,701.9,20038,715.46,,118.77,,,,210.75,749.86
3181,1993-07-21,447.18,,,,,,,,,,17.93,1216.5,1907.5,391.2,4947,700.08,20080.91,712.9,,118.91,,,,203.91,751.94
3182,1993-07-22,444.51,,,,,,,,,,17.63,1217.5,1900.7,390.65,4867,695.52,20115.81,707.76,,117.79,,,,207.09,746.56
3183,1993-07-23,447.1,,,,,,,,,,17.75,1231,1907.5,390.5,4894,700.24,19734.57,714.24,,118.85,,,,214.15,741.81
10729,1993-07-24,,,,,,,,,,,,,,,,,,,,,,,,,741.83
3184,1993-07-26,449.09,,,,,,,,,,18.07,1213,1928.2,393.3,4865,704.55,19822.08,718.29,,118.82,,,,212.86,745.07
3185,1993-07-27,448.24,,,,,,,,,,18.42,1217,1926.5,394,4898,701,19891.39,712.74,,118.19,,,,223.05,750.48
3186,1993-07-28,447.19,,,,,,,,,,18.23,1219.5,1946.5,393.5,4988,705.59,19829.58,718.75,,118.25,,,,229.42,749.03
3187,1993-07-29,450.24,,,,,,,,,,18.12,1222.5,1958.5,394.6,5030,707.24,20456.85,721.3,,117.86,,,,234.94,743.21
3188,1993-07-30,448.13,,,,,,,,,,17.88,1216,1965.7,407.3,4911,704.7,20380.14,717.14,,117.27,,,,242.62,730.5
10730,1993-07-31,,,,,,,,,,,,,,,,,,,,,,,,,729.94
3189,1993-08-02,450.15,,,,,,,,,,17.97,1221,1964.2,404,4950,707.66,20343.53,720.47,,117.96,,,,239.98,719.45
3190,1993-08-03,449.27,,,,,,,,,,17.85,1236.5,1942.5,403.2,4970,709.01,20357.64,722.24,,118.11,,,,233.94,721.54
3191,1993-08-04,448.54,,,,,,,,,,17.8,1237.5,1934.7,402.4,4940,713.79,20497.55,727.6,,119.41,,,,237.24,720.02
3192,1993-08-05,448.13,,,,,,,,,,17.57,1230,1951.5,376.8,4969,715.5,20425.64,730.07,,120.02,,,,244.06,732.05
3193,1993-08-06,448.68,,,,,,,,,,17.27,1232,1949.7,376,4930,718.08,20357.94,733.92,,120.7,,,,240.26,721.48
10731,1993-08-07,,,,,,,,,,,,,,,,,,,,,,,,,716.88
3194,1993-08-09,450.72,,,,,,,,,,17.55,1217.5,1941.5,383.75,4890,718.49,20493.05,733.91,,121.21,,,,255.1,709.59
3195,1993-08-10,449.45,,,,,,,,,,17.52,1207.5,1886.5,381,4886,717.08,20493.75,731.75,,119.99,,,,257.49,719.44
3196,1993-08-11,450.46,,,,,,,,,,17.88,1205.5,1902.5,377,4888,718.77,20732.57,732.84,,120.85,,,,270.7,723.65
3197,1993-08-12,448.96,,,,,,,,,,18.18,1196,1887.5,367.95,4805,717.12,20765.28,731.19,,120.94,,,,280.69,725.94
3198,1993-08-13,450.14,,,,,,,,,,18.14,1198.5,1901.5,369.9,4820,718.26,20745.17,731.93,,121.67,,,,294.06,693.57
10732,1993-08-14,,,,,,,,,,,,,,,,,,,,,,,,,666.67
3199,1993-08-16,452.38,,,,,,,,,,17.86,1197,1897.7,374.4,4755,726.89,20901.49,741.71,,123.86,,,,320.8,691.67
3200,1993-08-17,453.13,,,,,,,,,,17.92,1188.5,1911.5,372.2,4720,731.01,20841.98,746.84,,124.97,,,,282.95,688.94
3201,1993-08-18,456.04,,,,,,,,,,17.66,1172.5,1900.5,374.2,4650,734.83,20773.18,752.43,,125.03,,,,289.04,713.18
3202,1993-08-19,456.43,,,,,,,,,,17.65,1173,1894,373,4690,730.48,20687.47,747.27,,123.86,,,,281.59,737.97
3203,1993-08-20,456.16,,,,,,,,,,18.09,1177,1907,373.7,4805,730.96,20607.26,746.61,,123.63,,,,271.33,729.86
10733,1993-08-21,,,,,,,,,,,,,,,,,,,,,,,,,734.39
3204,1993-08-23,455.23,,,,,,,,,,18.53,1170,1906.5,374.4,4710,730.86,20414.14,747.74,,124.69,,,,254.39,727.06
3205,1993-08-24,459.77,,,,,,,,,,18.35,1168.5,1938.5,372,4680,735.13,20431.84,752.31,,124.57,,,,286,715.03
3206,1993-08-25,460.13,,,,,,,,,,18.32,1166.5,1944.7,371.75,4655,733.66,20521.45,750.32,,123.55,,,,272.69,705.1
3207,1993-08-26,461.04,,,,,,,,,,18.36,1161,1927.7,369,4575,731.39,20591.76,744.96,,122.41,,,,270.93,695.74
3208,1993-08-27,460.54,,,,,,,,,,18.8,1167,1926.4,369,4480,734.07,20791.68,747.68,,122.73,,,,265.55,685.87
10734,1993-08-28,,,,,,,,,,,,,,,,,,,,,,,,,689.82
3209,1993-08-30,461.9,,,,,,,,,,18.73,,,372.8,,737.38,20912.69,750.65,,123.51,,,,268.94,672.12
3210,1993-08-31,463.56,,,,,,,,,,18.29,1167.5,1945.5,372.1,4576,742.84,21026.6,756.73,,125.01,,,,272.49,664.88
3211,1993-09-01,463.15,,,,,,,,,,17.97,1163,1935.4,370.5,4582,746.15,20953.3,759.48,,124.44,,,,264.96,674.86
3212,1993-09-02,461.3,,,,,,,,,,17.97,1166,1943.5,364.25,4665,748.65,20983.2,762.5,,124.23,,,,264.02,678.03
3213,1993-09-03,461.34,,,,,,,,,,17.73,1162,1953.5,365.35,4535,749.71,21116.21,762.16,,123.68,,,,272.17,680.36
10735,1993-09-04,,,,,,,,,,,,,,,,,,,,,,,,,665.66
3214,1993-09-06,,,,,,,,,,,,1163.5,1952.5,364.65,4548,,21060.81,,,,,,,268.53,675.77
3215,1993-09-07,458.52,,,,,,,,,,17.07,1165.5,1949,350.95,4515,739.35,20962.1,749.17,,122.05,,,,267.89,690.95
3216,1993-09-08,456.65,,,,,,,,,,17.03,1156,1937.5,351.5,4540,730.73,20918.19,740.03,,121.16,,,,265.89,683.6
3217,1993-09-09,457.5,,,,,,,,,,16.97,1144.5,1916.4,354.25,4545,737.71,20825.58,748.23,,122.85,,,,266.01,696.14
3218,1993-09-10,461.72,,,,,,,,,,16.76,1135.5,1895.4,350,4641,744.31,20817.98,755.76,,124.42,,,,260.34,696.76
10736,1993-09-11,,,,,,,,,,,,,,,,,,,,,,,,,696.61
3219,1993-09-13,462.06,,,,,,,,,,16.95,1137,1900.5,347.7,4541,740.32,21148.11,749.69,,122.86,,,,250.64,700.75
3220,1993-09-14,459.9,,,,,,,,,,16.96,1126,1865.5,345.2,4527,732.64,20947.79,740.33,,121.11,,,,252.85,695.37
3221,1993-09-15,461.6,,,,,,,,,,16.86,1130,1872.9,348.75,4470,739.55,,748.06,,122.25,,,,248.12,691.44
3222,1993-09-16,459.43,,,,,,,,,,16.83,1135,1879.5,352.9,4450,739.8,20502.15,748.52,,121.7,,,,244.93,686.39
3223,1993-09-17,458.83,,,,,,,,,,17.07,1135,1754.5,351.05,4320,740.11,20391.04,749.33,,121.78,,,,,688.34
10737,1993-09-18,,,,,,,,,,,,,,,,,,,,,,,,,685.94
3224,1993-09-20,455.05,,,,,,,,,,17.7,1133,1779,354.5,4282,740.21,20266.03,750.03,,121.44,,,,258.34,695.12
3225,1993-09-21,452.95,,,,,,,,,,18.12,1118,1743.4,364.3,4212,733.56,20466.65,743.65,,121.17,,,,253.31,694.66
3226,1993-09-22,456.2,,,,,,,,,,17.59,1119,1779,354.5,4255,745.54,20174.62,757.8,,123.2,,,,257.16,697.56
3227,1993-09-23,457.74,,,,,,,,,,17.63,1116,1769.4,358.3,4275,752.26,,766.56,,124.53,,,,256.83,703.49
3228,1993-09-24,457.63,,,,,,,,,,17.57,1116.5,1765.5,358.3,4365,754.65,20307.53,768.65,,125.07,,,,246.25,702.2
10738,1993-09-25,,,,,,,,,,,,,,,,,,,,,,,,,703.55
3229,1993-09-27,461.8,,,,,,,,,,17.73,1118,1776.7,354.5,4266,759.96,20094.11,774.66,,127.22,,,,247.53,717.83
3230,1993-09-28,461.53,,,,,,,,,,17.96,1120.5,1760.5,356,4226,763.66,20172.72,780.33,,128.52,,,,249.1,718.87
3231,1993-09-29,460.11,,,,,,,,,,18.67,1112,1717.7,352.5,4160,763.17,20077.41,781.73,,127.02,,,,255.02,
3232,1993-09-30,458.93,,,,,,,,,,18.79,1114,1677.5,355.4,4061,762.78,20105.71,780.13,,126.04,,,,254.54,
3233,1993-10-01,461.29,,,,,,,,,,18.63,1120,1695.5,355.5,4085,763.23,20283.13,779.82,,126.86,,,,,
10739,1993-10-02,,,,,,,,,,,,,,,,,,,,,,,,,719.55
3234,1993-10-04,461.34,,,,,,,,,,18.42,1117,1684.5,353.05,4180,764.84,20264.43,781.37,,127.62,,,,261.08,715.05
3235,1993-10-05,461.2,,,,,,,,,,18.39,1113,1684.5,353.3,4121,762.27,20321.93,777.05,,125.28,,,,259.46,717.71
3236,1993-10-06,460.74,,,,,,,,,,18.42,1113.5,1702.5,355.8,4271,764.77,20500.25,779.22,,125.37,,,,257.04,716.9
3237,1993-10-07,459.18,,,,,,,,,,18.49,1111,1691.5,358.1,4550,762.49,20265.63,776.39,,124.72,,,,257.5,717.82
3238,1993-10-08,460.31,,,,,,,,,,18.55,1110.5,1698.5,358.95,4585,764.27,20378.64,778.39,,126.1,,,,254.92,714.58
10740,1993-10-09,,,,,,,,,,,,,,,,,,,,,,,,,712.35
3239,1993-10-11,460.88,,,,,,,,,,18.77,1115.5,1699.5,360.7,4490,767.65,,780.22,,124.29,,,,251.32,722.09
3240,1993-10-12,461.12,,,,,,,,,,18.71,1113,1701.4,367,4395,772.46,20137.31,787.9,,125.17,,,,252.84,723.57
3241,1993-10-13,461.49,,,,,,,,,,18.64,1115,1692.7,367,4550,778.97,20038.4,791.99,,123.55,,,,248.96,740.39
3242,1993-10-14,466.83,,,,,,,,,,18.5,1122,1705.7,365.5,4605,785.41,20082.81,797.61,,124.01,,,,248.09,737.77
3243,1993-10-15,469.5,,,,,,,,,,18.27,1133,1698.2,365.05,4710,787.42,20174.42,803.01,,125.77,,,,250.47,734.67
10741,1993-10-16,,,,,,,,,,,,,,,,,,,,,,,,,739.14
3244,1993-10-18,468.45,,,,,,,,,,18.13,1123.5,1669.2,368.51,4660,782.91,20072.21,800.45,,126.15,,,,244.55,747.19
3245,1993-10-19,466.21,,,,,,,,,,18.06,1112.5,1634.5,369,4540,768.71,20069.91,784.49,,123.33,,,,244.69,741.24
3246,1993-10-20,466.07,,,,,,,,,,18.24,1112.5,1641.7,372.6,4717,768.25,20173.42,782.95,,123.93,,,,243.7,738.63
3247,1993-10-21,465.36,,,,,,,,,,18.24,1122,1653.5,370.1,4682,771.28,20179.42,786.69,,126.2,,,,241.4,741.1
3248,1993-10-22,463.27,,,,,,,,,,18.07,1116,1637.4,368.5,4655,772.68,20264.83,789.43,,126.19,,,,239.37,736.99
10742,1993-10-23,,,,,,,,,,,,,,,,,,,,,,,,,736.28
3249,1993-10-25,464.2,,,,,,,,,,17.51,1113.5,1643.7,369.8,4600,769.75,20309.33,786.51,,126.12,,,,232.83,742.48
3250,1993-10-26,464.3,,,,,,,,,,17.54,1078,1627.2,368.75,4515,765.46,20023.6,782.29,,126.62,,,,233.36,747.97
3251,1993-10-27,464.61,,,,,,,,,,17.65,1069.5,1619.2,369.75,4490,771.88,19838.78,790.79,,128.22,,,,234.47,744.86
3252,1993-10-28,467.73,,,,,,,,,,17.37,1069.5,1626.7,369.6,4552,773.49,19479.45,791.71,,127.1,,,,241.48,742.83
3253,1993-10-29,467.83,,,,,,,,,,16.92,1070,1635.7,369.5,4660,779.26,19702.97,797.35,,127.48,,,,235.81,742.72
10743,1993-10-30,,,,,,,,,,,,,,,,,,,,,,,,,750.72
3254,1993-11-01,469.1,,,,,,,,,,17.22,1040.5,1622,369.25,4580,783.77,19438.24,803.37,201.49,129.32,,,,232.61,761.76
3255,1993-11-02,468.44,,,,,,,,,,17.12,1053,1632.7,363.2,4626,785.66,19381.24,805.94,203.53,130.52,,,,234.45,759.42
3256,1993-11-03,463.02,,,,,,,,,,17.49,1050.5,1647.2,368.25,4611,772.95,,794.14,198.4,127.45,,,,232.77,756.87
3257,1993-11-04,457.49,,,,,,,,,,17.4,1049,1634.2,372.25,4667,757.26,18949.79,777.82,192.49,124.57,,,,231.34,766.55
3258,1993-11-05,459.57,,,,,,,,,,17.09,1070,1661.2,377.2,4817,762.99,18590.46,784.22,196.62,126.59,,,,232.55,773.3
10744,1993-11-06,,,,,,,,,,,,,,,,,,,,,,,,,769.37
3259,1993-11-08,460.21,,,,,,,,,,16.71,1063,1664.7,375.35,4775,766.21,18625.16,789.63,197.59,126.71,,,,241.12,775.47
3260,1993-11-09,460.33,,,,,,,,,,16.66,1052.5,1670.5,376.5,4745,769.84,18125.71,793.84,198.65,126.84,,,,236.39,780.2
3261,1993-11-10,463.72,,,,,,,,,,16.55,1057.5,1671.2,377.15,4730,776.5,18121.71,805.02,203.5,130.43,,,,249.62,777.89
3262,1993-11-11,462.64,,,,,,,,,,16.9,1071.5,1667.7,376.5,4630,778.98,18158.52,808.66,206.15,131.75,,,,257.01,783.35
3263,1993-11-12,465.39,,,,,,,,,,16.72,1074,1667.7,373.5,4590,779.32,18493.55,809.72,204.71,131.76,,,,265.01,791.47
10745,1993-11-13,,,,,,,,,,,,,,,,,,,,,,,,,796.65
3264,1993-11-15,463.75,,,,,,,,,,16.76,1072.5,1661.5,375.5,4625,772.45,18074.61,801.17,201.51,129.68,,,,271.32,810.72
3265,1993-11-16,466.74,,,,,,,,,,16.77,1054,1645.7,374.6,4725,771.69,18246.12,801.95,203.27,131.79,,,,263.43,802.65
3266,1993-11-17,464.81,,,,,,,,,,17.04,1060.5,1630.7,376.7,4635,762.36,18108.71,790.4,199.05,129.01,,,,267.11,810.17
3267,1993-11-18,463.62,,,,,,,,,,16.69,1061,1641.7,376.2,4680,754.33,18166.32,782.32,196.53,127.9,,,,270.31,822.63
3268,1993-11-19,462.6,,,,,,,,,,16.56,1063.5,1642.2,377.9,4715,751.56,17941.19,777.54,195.07,127.06,,,,272.79,840.36
10746,1993-11-20,,,,,,,,,,,,,,,,,,,,,,,,,846.47
3269,1993-11-22,459.13,,,,,,,,,,17.1,1074.5,1672.2,379.2,4771,738.13,17384.84,762.41,191.32,125.47,,,,272.51,834.58
3270,1993-11-23,461.03,,,,,,,,,,16.63,1078.5,1663.7,377.85,4770,746.82,,772.96,195.35,127.37,,,,264.21,817.9
3271,1993-11-24,462.36,,,,,,,,,,16.38,1059.5,1646.2,376.25,4745,753.18,17067.11,780.52,197.99,129.61,,,,258.58,828.98
3272,1993-11-25,,,,,,,,,,,,1061.5,1650.7,377.85,4755,,17222.92,,,,,,,263.09,819.42
3273,1993-11-26,463.06,,,,,,,,,,,1055,1658.5,377.25,4730,754.41,16726.37,781.15,198.23,130.38,,,,259.95,810.04
10747,1993-11-27,,,,,,,,,,,,,,,,,,,,,,,,,805.51
3274,1993-11-29,461.9,,,,,,,,,,15.31,1054,1658.7,370.35,4716,751.54,16078.71,777.8,197.48,128.54,,,,256.48,804.54
3275,1993-11-30,461.79,,,,,,,,,,15.43,1065.5,1649.2,370.7,4667,754.4,16406.54,782.83,199.66,129.59,,,,257.75,811.06
3276,1993-12-01,461.89,,,,,,,,,,15.48,1075,1654.2,376.3,4700,763.8,17125.31,793.24,202.32,130.21,,,,252.57,808.75
3277,1993-12-02,463.11,,,,,,,,,,14.95,1077.5,1687.2,374.15,4780,766.73,17458.75,796.74,205.37,131.56,,,,250.96,801.17
3278,1993-12-03,464.89,,,,,,,,,,14.97,1075.5,1682.2,376.85,4778,772.24,17459.35,803.4,207.81,132.65,,,,250.39,806.86
10748,1993-12-04,,,,,,,,,,,,,,,,,,,,,,,,,821.59
3279,1993-12-06,466.43,,,,,,,,,,14.57,1077.5,1676.7,376.4,4890,771.09,16840.38,800.07,204.68,130.81,,,,254.23,826.49
3280,1993-12-07,466.76,,,,,,,,,,14.7,1100,1708.2,377.7,5115,769.35,16903.49,798.71,204.53,130.74,,,,250.61,823.17
3281,1993-12-08,466.29,,,,,,,,,,14.59,1106,1701.7,384,5031,767.89,16507.95,797.41,203.26,130.57,,,,252.05,836.71
3282,1993-12-09,464.18,,,,,,,,,,14.63,1119.5,1698.7,382.75,5011,761.48,17061.91,789.5,198.3,127.88,,,,252.22,843.95
3283,1993-12-10,463.93,,,,,,,,,,15.07,1135.5,1716,383.7,5152,760.75,17257.43,787.36,197.28,127.4,,,,262.82,861.72
10749,1993-12-11,,,,,,,,,,,,,,,,,,,,,,,,,866.88
3284,1993-12-13,465.7,,,,,,,,,,14.52,1160,1764.2,386.85,5270,759.72,17327.33,786.21,197.79,128.94,,,,253.37,850.03
3285,1993-12-14,463.06,,,,,,,,,,14.52,1143,1765.2,387.1,5330,751.47,17308.73,776.41,194.07,127.95,,,,256.86,857.2
3286,1993-12-15,461.84,,,,,,,,,,14.41,1116.5,1748.7,387.5,5248,752.97,17489.15,779.01,195.62,129.01,,,,260.46,865.86
3287,1993-12-16,463.34,,,,,,,,,,14.23,1103.5,1737.7,386.1,5305,755.53,17789.28,782.07,197.14,129.32,,,,258.11,870.72
3288,1993-12-17,466.38,,,,,,,,,,13.91,1106.5,1742.2,387.6,5315,759.23,18051.91,786.52,198.8,130.27,,,,256.25,874.1
10750,1993-12-18,,,,,,,,,,,,,,,,,,,,,,,,,864
3289,1993-12-20,465.85,,,,,,,,,,14.18,1119,1758.7,389.5,5315,760.15,17404.24,786.96,199.77,129.64,,,,244.09,848.63
3290,1993-12-21,465.3,,,,,,,,,,14.36,1123,1797.2,387.7,5345,755.63,17315.43,783.38,199.4,129.99,,,,247.31,865.79
3291,1993-12-22,467.32,,,,,,,,,,14.77,1118.5,1799.5,386.4,5348,756.08,17445.74,782.8,198.31,131.41,,,,241.51,868.6
3292,1993-12-23,467.38,,,,,,,,,,14.48,1122.5,1796.2,386.3,5330,758.7,,786.34,199.1,131.13,,,,236.53,858.37
3293,1993-12-24,,,,,,,,,,,,1122.5,1800.2,386.85,5340,,17141.11,,,,,,,244.45,861.42
3294,1993-12-27,470.54,,,,,,,,,,14.13,,,388.1,,761.06,16819.88,789.22,199.71,132.07,,,,240.37,873.88
3295,1993-12-28,470.94,,,,,,,,,,14.11,,,387.45,,764.57,17131.21,793.29,201.95,132.98,,,,237.94,866.18
3296,1993-12-29,470.58,,,,,,,,,,14.44,1133,1822.2,390.4,5390,768.48,17272.03,797.57,202.01,132.46,,,,236.52,
3297,1993-12-30,468.64,,,,,,,,,,14.17,1139.5,1839.2,390.9,5455,771.08,17417.24,800.03,202.37,132.27,,,,239.95,
3298,1993-12-31,466.45,,,,,,,,,,,1125.5,1788.2,390.7,5351,776.8,,805.85,202.38,131.64,,,,238.28,
3299,1994-01-03,465.44,,,,,,,,,,14.56,,,394,,770.72,,799.77,200.91,130.83,,,,233.13,879.32
3300,1994-01-04,466.89,,,,,,,,,,14.67,1129,1740.2,393.85,5252,774.28,17369.74,806.5,204.26,132.47,,,,230.24,877.3
3301,1994-01-05,467.55,,,,,,,,,,15.34,1138.5,1759.5,391.2,5321,778.05,17783.48,813.61,207.36,134.4,,,,230.77,886.93
3302,1994-01-06,467.12,,,,,,,,,,15.42,1151,1760.3,388.9,5275,780.42,17881.99,815.85,208.72,134.91,,,,241.59,893.17
3303,1994-01-07,469.9,,,,,,,,,,15.32,1147,1740.5,387.1,5270,782.94,18124.01,818.79,210.44,136.06,,,,242.06,895.25
10751,1994-01-08,,,,,,,,,,,,,,,,,,,,,,,,,890.01
3304,1994-01-10,475.27,,,,,,,,,,14.67,1168,1748.8,384.6,5366,786.69,18443.44,822.98,212.51,137.13,,,,242.05,873.04
3305,1994-01-11,474.13,,,,,,,,,,14.85,1165.5,1784.5,388.5,5590,785.52,18485.25,822.13,212.4,136.93,,,,237.35,881.02
3306,1994-01-12,474.17,,,,,,,,,,14.33,1171,1788.5,386.4,5790,786.87,18793.88,824.66,213.92,138.45,,,,236.58,886.31
3307,1994-01-13,472.47,,,,,,,,,,14.51,1166.5,1773.5,390,5705,787.85,18577.26,824.94,212.35,138.42,,,,236.33,898.66
3308,1994-01-14,474.91,,,,,,,,,,14.78,1206.5,1829.8,390,5805,792.31,18973.7,830.4,214.18,139.83,,,,230.46,879.03
10752,1994-01-15,,,,,,,,,,,,,,,,,,,,,,,,,868.65
3309,1994-01-17,473.3,,,,,,,,,,15.1,1219.5,1856.5,391.7,5885,792.18,18725.37,830.6,212.68,138.57,,,,226.83,863.25
3310,1994-01-18,474.25,,,,,,,,,,14.87,1214.5,1849.5,393.3,5805,793.02,18514.55,831.68,212.71,138.71,,,,230.7,873.06
3311,1994-01-19,474.3,,,,,,,,,,15.22,1210.5,1907.5,392.6,5860,789.28,19039.4,825.13,207.93,135.84,,,,224.48,887.16
3312,1994-01-20,474.98,,,,,,,,,,15.1,1201.5,1880.2,387.8,5760,793.02,19183.92,830.4,210.78,136.67,,,,222.34,878.29
3313,1994-01-21,474.72,,,,,,,,,,15.1,1201,1872.7,382,5730,794.29,19307.43,831.75,212.23,137.52,,,,222.68,870.2
10753,1994-01-22,,,,,,,,,,,,,,,,,,,,,,,,,877.75
3314,1994-01-24,471.97,,,,,,,,,,15.17,1196.5,1862.8,381.6,5627,790.66,18353.24,827.29,210.71,138.72,,,,222.83,887.96
3315,1994-01-25,470.92,,,,,,,,,,15.17,1204.5,1887.2,381.9,5705,786.39,18648.36,824.64,209.29,138.14,,,,218.29,892.06
3316,1994-01-26,473.2,,,,,,,,,,15.47,1222,1863.3,384.5,5763,788.8,19138.21,825.79,209.11,136.63,,,,214.44,894.34
3317,1994-01-27,477.05,,,,,,,,,,15.42,1251,1894.2,377,5860,792.88,18891.79,829.89,210.75,137.38,,,,217.56,907.44
3318,1994-01-28,478.7,,,,,,,,,,15.34,1244.5,1875.5,377.3,5734,796.53,18757.88,834.06,211.75,138.07,,,,210.81,926.75
10754,1994-01-29,,,,,,,,,,,,,,,,,,,,,,,,,946.11
3319,1994-01-31,481.61,,,,,,,,,,15.19,1235,1865.7,381.9,5760,800.47,20229.12,837.89,212.34,138.09,,,,199.98,945.71
3320,1994-02-01,479.62,,,,,,,,,,15.92,1266,1885.2,384.5,5870,797.24,20416.34,834.82,210.8,137.72,,,,199.21,960.1
3321,1994-02-02,482,,,,,,,,,,16.04,1267,1929.7,384.9,5968,799.58,20250.03,836.98,212.01,138.48,,,,204.92,974.26
3322,1994-02-03,480.71,,,,,,,,,,15.89,1291,1919.5,387.3,6025,797.79,20174.82,835.27,211.65,137.37,,,,220.42,955.02
3323,1994-02-04,469.81,,,,,,,,,,15.63,1308.5,1907.8,386.5,6000,777.29,20301.43,811.33,204.41,132.43,,,,233.28,964.42
10755,1994-02-05,,,,,,,,,,,,,,,,,,,,,,,,,942.6
3324,1994-02-07,471.76,,,,,,,,,,15.25,1295,1882.7,379.6,5880,779.2,20014.4,813.59,206.13,134.4,,,,,914.88
3325,1994-02-08,471.05,,,,,,,,,,15.21,1305,1901,380.75,5825,782.7,20251.23,818.67,207.57,135.12,,,,,923
3326,1994-02-09,472.77,,,,,,,,,,14.6,1285,1874.5,384.2,5780,786.53,19841.38,824.32,209.64,136.09,,,,,
3327,1994-02-10,468.93,,,,,,,,,,14.56,1278.5,1874.5,382.75,5820,783.41,19990.7,821.26,208.51,135.46,,,,,
3328,1994-02-11,470.18,,,,,,,,,,14.72,1266,1840.5,381.8,5810,780.98,,817.92,208.3,135.18,,,,,
10756,1994-02-12,,,,,,,,,,,,,,,,,,,,,,,,,917.15
3329,1994-02-14,470.23,,,,,,,,,,14.13,1252,1848.7,384.25,5765,785.45,19459.25,823.21,210.07,135.98,,,,212.35,901.38
3330,1994-02-15,472.52,,,,,,,,,,14.06,1239,1829.7,384.2,5720,790.12,18974.6,829.2,211.95,137.64,,,,212.38,901.81
3331,1994-02-16,472.79,,,,,,,,,,13.93,1289,1892.5,383.8,5820,792.62,19052.11,832.81,213.16,139.55,,,,210.44,920.43
3332,1994-02-17,470.34,,,,,,,,,,14.23,1306.5,1924.3,383.5,5938,790.24,18931.39,830.28,213.13,138.25,,,,207,920.38
